variable,orig_variable,group_id,option_order,option_label,option_label_with_id,option_alias,eusurvey_answer_id,value,scale,multiple,source,options_complete
acebull1,adverse_childhood_experiences_22,peer_violence_these_next_questions_are_about_bei,3,Never,,,,0,ordinal,false,fhi_only,true
acehow1,adverse_childhood_experiences_23,how_were_you_bullied_most_often,0,"I was hit, kicked, pushed, shoved around, or locked indoors.",,,,1,nominal,false,fhi_only,true
acehow1,adverse_childhood_experiences_23,how_were_you_bullied_most_often,1,"I was made fun of because of my race, nationality or colour",,,,2,nominal,false,fhi_only,true
acehow1,adverse_childhood_experiences_23,how_were_you_bullied_most_often,2,I was made fun of because of my religion,,,,3,nominal,false,fhi_only,true
acehow1,adverse_childhood_experiences_23,how_were_you_bullied_most_often,3,"I was made fun of with sexual jokes, comments, or gestures",,,,4,nominal,false,fhi_only,true
acehow1,adverse_childhood_experiences_23,how_were_you_bullied_most_often,4,I was left out of activities on purpose or completely ignored,,,,5,nominal,false,fhi_only,true
acehow1,adverse_childhood_experiences_23,how_were_you_bullied_most_often,5,I was made fun of because of how my body or face looked,,,,6,nominal,false,fhi_only,true
acehow1,adverse_childhood_experiences_23,how_were_you_bullied_most_often,6,I was bullied in some other way,,,,7,nominal,false,fhi_only,true
acefght1,adverse_childhood_experiences_24,this_next_question_is_about_physical_fights_a_ph,0,Many times,,,,3,ordinal,false,fhi_only,true
acefght1,adverse_childhood_experiences_24,this_next_question_is_about_physical_fights_a_ph,1,A few times,,,,2,ordinal,false,fhi_only,true
acefght1,adverse_childhood_experiences_24,this_next_question_is_about_physical_fights_a_ph,2,Once,,,,1,ordinal,false,fhi_only,true
acefght1,adverse_childhood_experiences_24,this_next_question_is_about_physical_fights_a_ph,3,Never,,,,0,ordinal,false,fhi_only,true
acenbr1,adverse_childhood_experiences_25,these_next_questions_are_about_how_often_you_may,0,Many times,,,,3,ordinal,false,fhi_only,true
acenbr1,adverse_childhood_experiences_25,these_next_questions_are_about_how_often_you_may,1,A few times,,,,2,ordinal,false,fhi_only,true
acenbr1,adverse_childhood_experiences_25,these_next_questions_are_about_how_often_you_may,2,Once,,,,1,ordinal,false,fhi_only,true
acenbr1,adverse_childhood_experiences_25,these_next_questions_are_about_how_often_you_may,3,Never,,,,0,ordinal,false,fhi_only,true
acenbr2,adverse_childhood_experiences_26,these_next_questions_are_about_how_often_you_may,0,Many times,,,,3,ordinal,false,fhi_only,true
acenbr2,adverse_childhood_experiences_26,these_next_questions_are_about_how_often_you_may,1,A few times,,,,2,ordinal,false,fhi_only,true
acenbr2,adverse_childhood_experiences_26,these_next_questions_are_about_how_often_you_may,2,Once,,,,1,ordinal,false,fhi_only,true
acenbr2,adverse_childhood_experiences_26,these_next_questions_are_about_how_often_you_may,3,Never,,,,0,ordinal,false,fhi_only,true
acenbr3,adverse_childhood_experiences_27,these_next_questions_are_about_how_often_you_may,0,Many times,,,,3,ordinal,false,fhi_only,true
acenbr3,adverse_childhood_experiences_27,these_next_questions_are_about_how_often_you_may,1,A few times,,,,2,ordinal,false,fhi_only,true
acenbr3,adverse_childhood_experiences_27,these_next_questions_are_about_how_often_you_may,2,Once,,,,1,ordinal,false,fhi_only,true
acenbr3,adverse_childhood_experiences_27,these_next_questions_are_about_how_often_you_may,3,Never,,,,0,ordinal,false,fhi_only,true
acewar1,adverse_childhood_experiences_28,exposure_to_war_collective_violence_these_questi,0,Many times,,,,3,ordinal,false,fhi_only,true
acewar1,adverse_childhood_experiences_28,exposure_to_war_collective_violence_these_questi,1,A few times,,,,2,ordinal,false,fhi_only,true
acewar1,adverse_childhood_experiences_28,exposure_to_war_collective_violence_these_questi,2,Once,,,,1,ordinal,false,fhi_only,true
acewar1,adverse_childhood_experiences_28,exposure_to_war_collective_violence_these_questi,3,Never,,,,0,ordinal,false,fhi_only,true
acewar2,adverse_childhood_experiences_29,exposure_to_war_collective_violence_these_questi,0,Many times,,,,3,ordinal,false,fhi_only,true
acewar2,adverse_childhood_experiences_29,exposure_to_war_collective_violence_these_questi,1,A few times,,,,2,ordinal,false,fhi_only,true
acewar2,adverse_childhood_experiences_29,exposure_to_war_collective_violence_these_questi,2,Once,,,,1,ordinal,false,fhi_only,true
acewar2,adverse_childhood_experiences_29,exposure_to_war_collective_violence_these_questi,3,Never,,,,0,ordinal,false,fhi_only,true
acewar3,adverse_childhood_experiences_30,exposure_to_war_collective_violence_these_questi,0,Many times,,,,3,ordinal,false,fhi_only,true
acewar3,adverse_childhood_experiences_30,exposure_to_war_collective_violence_these_questi,1,A few times,,,,2,ordinal,false,fhi_only,true
acewar3,adverse_childhood_experiences_30,exposure_to_war_collective_violence_these_questi,2,Once,,,,1,ordinal,false,fhi_only,true
acewar3,adverse_childhood_experiences_30,exposure_to_war_collective_violence_these_questi,3,Never,,,,0,ordinal,false,fhi_only,true
acewar4,adverse_childhood_experiences_31,exposure_to_war_collective_violence_these_questi,0,Many times,,,,3,ordinal,false,fhi_only,true
acewar4,adverse_childhood_experiences_31,exposure_to_war_collective_violence_these_questi,1,A few times,,,,2,ordinal,false,fhi_only,true
acewar4,adverse_childhood_experiences_31,exposure_to_war_collective_violence_these_questi,2,Once,,,,1,ordinal,false,fhi_only,true
acewar4,adverse_childhood_experiences_31,exposure_to_war_collective_violence_these_questi,3,Never,,,,0,ordinal,false,fhi_only,true
cyrm01,cyrm01,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm01,cyrm01,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm01,cyrm01,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm01,cyrm01,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm01,cyrm01,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm02,cyrm02,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm02,cyrm02,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm02,cyrm02,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm02,cyrm02,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm02,cyrm02,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm03,cyrm03,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm03,cyrm03,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm03,cyrm03,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm03,cyrm03,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm03,cyrm03,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm04,cyrm04,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm04,cyrm04,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm04,cyrm04,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm04,cyrm04,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm04,cyrm04,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm05,cyrm05,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm05,cyrm05,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm05,cyrm05,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm05,cyrm05,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm05,cyrm05,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm06,cyrm06,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm06,cyrm06,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm06,cyrm06,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm06,cyrm06,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm06,cyrm06,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm07,cyrm07,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm07,cyrm07,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm07,cyrm07,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm07,cyrm07,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm07,cyrm07,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm08,cyrm08,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm08,cyrm08,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm08,cyrm08,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm08,cyrm08,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm08,cyrm08,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm09,cyrm09,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm09,cyrm09,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm09,cyrm09,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm09,cyrm09,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm09,cyrm09,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm10,cyrm10,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm10,cyrm10,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm10,cyrm10,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm10,cyrm10,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm10,cyrm10,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm11,cyrm11,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm11,cyrm11,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm11,cyrm11,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm11,cyrm11,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm11,cyrm11,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
cyrm12,cyrm12,to_what_extent_do_the_following_statements_apply,0,Not at all,Not at all (ID203),,ID203,0,ordinal,false,both,true
cyrm12,cyrm12,to_what_extent_do_the_following_statements_apply,1,A little,A little (ID204),,ID204,1,ordinal,false,both,true
cyrm12,cyrm12,to_what_extent_do_the_following_statements_apply,2,Somewhat,Somewhat (ID205),,ID205,2,ordinal,false,both,true
cyrm12,cyrm12,to_what_extent_do_the_following_statements_apply,3,Quite a bit,Quite a bit (ID206),,ID206,3,ordinal,false,both,true
cyrm12,cyrm12,to_what_extent_do_the_following_statements_apply,4,A lot,A lot (ID211),,ID211,4,ordinal,false,both,true
ks1,ks02,when_you_think_about_the_past_week,0,Never,,,,0,ordinal,false,both,true
ks1,ks02,when_you_think_about_the_past_week,1,Rarely,Rarely (ID359),,ID359,1,ordinal,false,both,true
ks1,ks02,when_you_think_about_the_past_week,2,Quite often,Quite often (ID361),,ID361,2,ordinal,false,both,true
ks1,ks02,when_you_think_about_the_past_week,3,Very often,Very often (ID362),,ID362,3,ordinal,false,both,true
ks1,ks02,when_you_think_about_the_past_week,4,Always,Always (ID363),,ID363,4,ordinal,false,both,true
ks2,ks03,when_you_think_about_the_past_week,0,Never,,,,0,ordinal,false,both,true
ks2,ks03,when_you_think_about_the_past_week,1,Rarely,Rarely (ID359),,ID359,1,ordinal,false,both,true
ks2,ks03,when_you_think_about_the_past_week,2,Quite often,Quite often (ID361),,ID361,2,ordinal,false,both,true
ks2,ks03,when_you_think_about_the_past_week,3,Very often,Very often (ID362),,ID362,3,ordinal,false,both,true
ks2,ks03,when_you_think_about_the_past_week,4,Always,Always (ID363),,ID363,4,ordinal,false,both,true
ks3,ks04,when_you_think_about_the_past_week,0,Never,,,,0,ordinal,false,both,true
ks3,ks04,when_you_think_about_the_past_week,1,Rarely,Rarely (ID359),,ID359,1,ordinal,false,both,true
ks3,ks04,when_you_think_about_the_past_week,2,Quite often,Quite often (ID361),,ID361,2,ordinal,false,both,true
ks3,ks04,when_you_think_about_the_past_week,3,Very often,Very often (ID362),,ID362,3,ordinal,false,both,true
ks3,ks04,when_you_think_about_the_past_week,4,Always,Always (ID363),,ID363,4,ordinal,false,both,true
ks4,ks05,when_you_think_about_the_past_week,0,Never,,,,0,ordinal,false,both,true
ks4,ks05,when_you_think_about_the_past_week,1,Rarely,Rarely (ID359),,ID359,1,ordinal,false,both,true
ks4,ks05,when_you_think_about_the_past_week,2,Quite often,Quite often (ID361),,ID361,2,ordinal,false,both,true
ks4,ks05,when_you_think_about_the_past_week,3,Very often,Very often (ID362),,ID362,3,ordinal,false,both,true
ks4,ks05,when_you_think_about_the_past_week,4,Always,Always (ID363),,ID363,4,ordinal,false,both,true
ks5,ks06,when_you_think_about_the_past_week,0,Never,,,,0,ordinal,false,both,true
ks5,ks06,when_you_think_about_the_past_week,1,Rarely,Rarely (ID359),,ID359,1,ordinal,false,both,true
ks5,ks06,when_you_think_about_the_past_week,2,Quite often,Quite often (ID361),,ID361,2,ordinal,false,both,true
ks5,ks06,when_you_think_about_the_past_week,3,Very often,Very often (ID362),,ID362,3,ordinal,false,both,true
ks5,ks06,when_you_think_about_the_past_week,4,Always,Always (ID363),,ID363,4,ordinal,false,both,true
ks6,ks07,when_you_think_about_the_past_week,0,Never,,,,0,ordinal,false,both,true
ks6,ks07,when_you_think_about_the_past_week,1,Rarely,Rarely (ID359),,ID359,1,ordinal,false,both,true
ks6,ks07,when_you_think_about_the_past_week,2,Quite often,Quite often (ID361),,ID361,2,ordinal,false,both,true
ks6,ks07,when_you_think_about_the_past_week,3,Very often,Very often (ID362),,ID362,3,ordinal,false,both,true
ks6,ks07,when_you_think_about_the_past_week,4,Always,Always (ID363),,ID363,4,ordinal,false,both,true
ks7,ks08,when_you_think_about_the_past_week,0,Never,,,,0,ordinal,false,both,true
ks7,ks08,when_you_think_about_the_past_week,1,Rarely,Rarely (ID359),,ID359,1,ordinal,false,both,true
ks7,ks08,when_you_think_about_the_past_week,2,Quite often,Quite often (ID361),,ID361,2,ordinal,false,both,true
ks7,ks08,when_you_think_about_the_past_week,3,Very often,Very often (ID362),,ID362,3,ordinal,false,both,true
ks7,ks08,when_you_think_about_the_past_week,4,Always,Always (ID363),,ID363,4,ordinal,false,both,true
ks8,ks10,when_you_think_about_the_past_week,0,Never,,,,0,ordinal,false,both,true
ks8,ks10,when_you_think_about_the_past_week,1,Rarely,Rarely (ID359),,ID359,1,ordinal,false,both,true
ks8,ks10,when_you_think_about_the_past_week,2,Quite often,Quite often (ID361),,ID361,2,ordinal,false,both,true
ks8,ks10,when_you_think_about_the_past_week,3,Very often,Very often (ID362),,ID362,3,ordinal,false,both,true
ks8,ks10,when_you_think_about_the_past_week,4,Always,Always (ID363),,ID363,4,ordinal,false,both,true
qol1,quality_of_life_01,when_you_think_about_the_past_week_2,0,Not at all,,,,0,ordinal,false,fhi_only,true
qol1,quality_of_life_01,when_you_think_about_the_past_week_2,1,A little,,,,1,ordinal,false,fhi_only,true
qol1,quality_of_life_01,when_you_think_about_the_past_week_2,2,Quite,,,,2,ordinal,false,fhi_only,true
qol1,quality_of_life_01,when_you_think_about_the_past_week_2,3,Very,,,,3,ordinal,false,fhi_only,true
qol1,quality_of_life_01,when_you_think_about_the_past_week_2,4,To a great extent,,,,4,ordinal,false,fhi_only,true
qol2,quality_of_life_02,when_you_think_about_the_past_week_2,0,Not at all,,,,0,ordinal,false,fhi_only,true
qol2,quality_of_life_02,when_you_think_about_the_past_week_2,1,A little,,,,1,ordinal,false,fhi_only,true
qol2,quality_of_life_02,when_you_think_about_the_past_week_2,2,Quite,,,,2,ordinal,false,fhi_only,true
qol2,quality_of_life_02,when_you_think_about_the_past_week_2,3,Very,,,,3,ordinal,false,fhi_only,true
qol2,quality_of_life_02,when_you_think_about_the_past_week_2,4,To a great extent,,,,4,ordinal,false,fhi_only,true
smwd1,social_media_and_gaming_01,think_about_a_normal_weekday_how_much_time_do_yo,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwd1,social_media_and_gaming_01,think_about_a_normal_weekday_how_much_time_do_yo,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwd1,social_media_and_gaming_01,think_about_a_normal_weekday_how_much_time_do_yo,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwd1,social_media_and_gaming_01,think_about_a_normal_weekday_how_much_time_do_yo,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwd1,social_media_and_gaming_01,think_about_a_normal_weekday_how_much_time_do_yo,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwd2,social_media_and_gaming_02,think_about_a_normal_weekday_how_much_time_do_yo,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwd2,social_media_and_gaming_02,think_about_a_normal_weekday_how_much_time_do_yo,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwd2,social_media_and_gaming_02,think_about_a_normal_weekday_how_much_time_do_yo,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwd2,social_media_and_gaming_02,think_about_a_normal_weekday_how_much_time_do_yo,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwd2,social_media_and_gaming_02,think_about_a_normal_weekday_how_much_time_do_yo,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwd3,social_media_and_gaming_03,think_about_a_normal_weekday_how_much_time_do_yo,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwd3,social_media_and_gaming_03,think_about_a_normal_weekday_how_much_time_do_yo,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwd3,social_media_and_gaming_03,think_about_a_normal_weekday_how_much_time_do_yo,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwd3,social_media_and_gaming_03,think_about_a_normal_weekday_how_much_time_do_yo,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwd3,social_media_and_gaming_03,think_about_a_normal_weekday_how_much_time_do_yo,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwd4,social_media_and_gaming_04,think_about_a_normal_weekday_how_much_time_do_yo,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwd4,social_media_and_gaming_04,think_about_a_normal_weekday_how_much_time_do_yo,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwd4,social_media_and_gaming_04,think_about_a_normal_weekday_how_much_time_do_yo,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwd4,social_media_and_gaming_04,think_about_a_normal_weekday_how_much_time_do_yo,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwd4,social_media_and_gaming_04,think_about_a_normal_weekday_how_much_time_do_yo,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwd5,social_media_and_gaming_05,think_about_a_normal_weekday_how_much_time_do_yo,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwd5,social_media_and_gaming_05,think_about_a_normal_weekday_how_much_time_do_yo,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwd5,social_media_and_gaming_05,think_about_a_normal_weekday_how_much_time_do_yo,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwd5,social_media_and_gaming_05,think_about_a_normal_weekday_how_much_time_do_yo,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwd5,social_media_and_gaming_05,think_about_a_normal_weekday_how_much_time_do_yo,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwe1,social_media_and_gaming_06,think_about_a_normal_weekend_day_how_much_time_d,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwe1,social_media_and_gaming_06,think_about_a_normal_weekend_day_how_much_time_d,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwe1,social_media_and_gaming_06,think_about_a_normal_weekend_day_how_much_time_d,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwe1,social_media_and_gaming_06,think_about_a_normal_weekend_day_how_much_time_d,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwe1,social_media_and_gaming_06,think_about_a_normal_weekend_day_how_much_time_d,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwe2,social_media_and_gaming_07,think_about_a_normal_weekend_day_how_much_time_d,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwe2,social_media_and_gaming_07,think_about_a_normal_weekend_day_how_much_time_d,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwe2,social_media_and_gaming_07,think_about_a_normal_weekend_day_how_much_time_d,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwe2,social_media_and_gaming_07,think_about_a_normal_weekend_day_how_much_time_d,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwe2,social_media_and_gaming_07,think_about_a_normal_weekend_day_how_much_time_d,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwe3,social_media_and_gaming_08,think_about_a_normal_weekend_day_how_much_time_d,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwe3,social_media_and_gaming_08,think_about_a_normal_weekend_day_how_much_time_d,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwe3,social_media_and_gaming_08,think_about_a_normal_weekend_day_how_much_time_d,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwe3,social_media_and_gaming_08,think_about_a_normal_weekend_day_how_much_time_d,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwe3,social_media_and_gaming_08,think_about_a_normal_weekend_day_how_much_time_d,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwe4,social_media_and_gaming_09,think_about_a_normal_weekend_day_how_much_time_d,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwe4,social_media_and_gaming_09,think_about_a_normal_weekend_day_how_much_time_d,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwe4,social_media_and_gaming_09,think_about_a_normal_weekend_day_how_much_time_d,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwe4,social_media_and_gaming_09,think_about_a_normal_weekend_day_how_much_time_d,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwe4,social_media_and_gaming_09,think_about_a_normal_weekend_day_how_much_time_d,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
smwe5,social_media_and_gaming_10,think_about_a_normal_weekend_day_how_much_time_d,0,Less than 1 hour,,,,0,ordinal,false,fhi_only,true
smwe5,social_media_and_gaming_10,think_about_a_normal_weekend_day_how_much_time_d,1,1-2 hours,,,,1,ordinal,false,fhi_only,true
smwe5,social_media_and_gaming_10,think_about_a_normal_weekend_day_how_much_time_d,2,3-4 hours,,,,2,ordinal,false,fhi_only,true
smwe5,social_media_and_gaming_10,think_about_a_normal_weekend_day_how_much_time_d,3,5-6 hours,,,,3,ordinal,false,fhi_only,true
smwe5,social_media_and_gaming_10,think_about_a_normal_weekend_day_how_much_time_d,4,7 hours or more,,,,4,ordinal,false,fhi_only,true
playwith1,social_media_and_gaming_11,when_gaming_on_your_console_computer_do_you,0,Mostly play games alone?,,,,1,nominal,false,fhi_only,true
playwith1,social_media_and_gaming_11,when_gaming_on_your_console_computer_do_you,1,Mostly play games online with others?,,,,2,nominal,false,fhi_only,true
playwith1,social_media_and_gaming_11,when_gaming_on_your_console_computer_do_you,2,Mostly play games with others while chatting with them?,,,,3,nominal,false,fhi_only,true
ai1,social_media_and_gaming_12,do_you_ever_use_ai_e_g_chatgpt_gemini_my_ai_repl,0,Yes,,,,1,nominal,false,fhi_only,true
ai1,social_media_and_gaming_12,do_you_ever_use_ai_e_g_chatgpt_gemini_my_ai_repl,1,No,,,,0,nominal,false,fhi_only,true
aiuse1,social_media_and_gaming_13,please_indicate_what_you_usually_use_ai_for,0,For schoolwork,,,,1,nominal,true,fhi_only,true
aiuse1,social_media_and_gaming_13,please_indicate_what_you_usually_use_ai_for,1,For entertainment,,,,2,nominal,true,fhi_only,true
aiuse1,social_media_and_gaming_13,please_indicate_what_you_usually_use_ai_for,2,For social company,,,,3,nominal,true,fhi_only,true
smpos1,social_media_and_gaming_14,how_often_do_you_experience_positive_feelings_af,0,Nearly all the time,,,,4,ordinal,false,fhi_only,true
smpos1,social_media_and_gaming_14,how_often_do_you_experience_positive_feelings_af,1,Often,,,,3,ordinal,false,fhi_only,true
smpos1,social_media_and_gaming_14,how_often_do_you_experience_positive_feelings_af,2,Sometimes,,,,2,ordinal,false,fhi_only,true
smpos1,social_media_and_gaming_14,how_often_do_you_experience_positive_feelings_af,3,Rarely,,,,1,ordinal,false,fhi_only,true
smpos1,social_media_and_gaming_14,how_often_do_you_experience_positive_feelings_af,4,Never,,,,0,ordinal,false,fhi_only,true
smneg1,social_media_and_gaming_15,how_often_do_you_experience_negative_feelings_af,0,Nearly all the time,,,,4,ordinal,false,fhi_only,true
smneg1,social_media_and_gaming_15,how_often_do_you_experience_negative_feelings_af,1,Often,,,,3,ordinal,false,fhi_only,true
smneg1,social_media_and_gaming_15,how_often_do_you_experience_negative_feelings_af,2,Sometimes,,,,2,ordinal,false,fhi_only,true
smneg1,social_media_and_gaming_15,how_often_do_you_experience_negative_feelings_af,3,Rarely,,,,1,ordinal,false,fhi_only,true
smneg1,social_media_and_gaming_15,how_often_do_you_experience_negative_feelings_af,4,Never,,,,0,ordinal,false,fhi_only,true
smharm1,social_media_and_gaming_16,for_each_of_the_following_life_areas_please_indi,0,Nearly all the time,,,,4,ordinal,false,fhi_only,true
